! Configs
nome 'Teste'
integrador  verlet    
timestep  0.10000000000000000E-2
passos  1000
t0  0.0000000000000000
tf  1.0000000000000000
corretor  F
colisoes  F

! Valores do problema
N  10
G  1.0000000000000000

! Massas
5146.2270446813927
8448.8785078236760
3663.0830267514561
9680.9677704797723
4814.0914813191466
5210.2767034749877
7674.3876701362242
8883.4112019048171
5813.6871686532677
1598.2052709674774

! Posicoes
1771.9482964375052 ,-1209.7241570271981 ,3719.6778577979389 ,
-3505.5558853677139 ,1103.8158626755269 ,-2513.1576932252315 ,
-3961.8577493585899 ,688.66984876351773 ,-871.53840676192704 ,
392.66636105334982 ,-4882.5033608748281 ,-1457.8882341476196 ,
-2534.4759991835167 ,1237.6223837994539 ,1002.3204164174238 ,
-115.24939453828983 ,1728.6687962420060 ,3584.4866841208845 ,
-1047.4753901225736 ,3449.1338731873398 ,-378.33957047902936 ,
2341.1789575934968 ,-540.31217260066023 ,1893.5338510350693 ,
3813.0851991775016 ,461.57812833155276 ,-1671.7437765525574 ,
5684.5413330994343 ,1455.1920847541037 ,-5194.9558385317378 ,

! Momentos
-4668.4629033792544 ,15145.753543682456 ,11380.189012380426 ,
-8590.8025305079900 ,5364.1873353681713 ,3332.0295865923658 ,
-2266.9270200851165 ,11252.571079984244 ,11001.749274471395 ,
-2880.4162106559179 ,-17914.802247094940 ,-4171.2546935541932 ,
18955.625039219420 ,-4453.8276084732870 ,839.66482522590763 ,
-11165.284340914790 ,-1312.4291200270397 ,6813.9702705872105 ,
1964.6145438756680 ,-12561.728662798085 ,-16244.185519157620 ,
-11108.614768118672 ,-5372.7192474373187 ,-8505.0220352021915 ,
18468.476683874535 ,-6178.5238262153844 ,1151.4772250693825 ,
1291.7915066921169 ,16031.518753011207 ,-5598.6179464126863 ,
